1000050,357,999950,297,1000150,125,999850,332,1000250,309,999750,296,1000350,160,999650,231,1000450,128,999550,229
1000050,357,999950,559,1000150,125,999850,332,1000250,309,999750,296,1000350,160,999650,231,1000450,128,999550,229
1000050,357,999950,559,1000150,25,999850,332,1000250,309,999750,296,1000350,160,999650,231,1000450,128,999550,229
1000050,357,999950,559,1000150,25,999850,332,1000250,309,999750,296,1000350,160,999650,231,1000450,128,999550,473
1000050,357,999950,559,1000150,0,999850,332,1000250,309,999750,296,1000350,160,999650,231,1000450,128,999550,473
1000050,357,999950,559,1000150,0,999850,332,1000250,309,999750,296,1000350,160,999650,231,1000450,128,999550,473
1000050,628,999950,559,1000150,0,999850,332,1000250,309,999750,296,1000350,160,999650,231,1000450,128,999550,473
1000050,628,999950,559,1000150,0,999850,332,1000250,226,999750,296,1000350,160,999650,231,1000450,128,999550,473
1000050,628,999950,559,1000150,68,999850,332,1000250,226,999750,296,1000350,160,999650,231,1000450,128,999550,473
1000050,628,999950,559,1000150,68,999850,332,1000250,226,999750,498,1000350,160,999650,231,1000450,128,999550,473
1000050,823,999950,559,1000150,68,999850,332,1000250,226,999750,498,1000350,160,999650,231,1000450,128,999550,473
1000050,710,999950,559,1000150,68,999850,332,1000250,226,999750,498,1000350,160,999650,231,1000450,128,999550,473
1000050,710,999950,685,1000150,68,999850,332,1000250,226,999750,498,1000350,160,999650,231,1000450,128,999550,473
1000050,710,999950,685,1000150,68,999850,332,1000250,226,999750,793,1000350,160,999650,231,1000450,128,999550,473
1000050,710,999950,527,1000150,68,999850,332,1000250,226,999750,793,1000350,160,999650,231,1000450,128,999550,473
1000050,710,999950,527,1000150,68,999850,282,1000250,226,999750,793,1000350,160,999650,231,1000450,128,999550,473
1000050,978,999950,527,1000150,68,999850,282,1000250,226,999750,793,1000350,160,999650,231,1000450,128,999550,473
1000050,978,999950,760,1000150,68,999850,282,1000250,226,999750,793,1000350,160,999650,231,1000450,128,999550,473
1000050,978,999950,692,1000150,68,999850,282,1000250,226,999750,793,1000350,160,999650,231,1000450,128,999550,473
1000050,978,999950,609,1000150,68,999850,282,1000250,226,999750,793,1000350,160,999650,231,1000450,128,999550,473
1000050,742,999950,609,1000150,68,999850,282,1000250,226,999750,793,1000350,160,999650,231,1000450,128,999550,473
